group_id, post_id
108,oFhLzuYE1I-djAW5mWh_EA,
242,0y-owmHFt3gB3fGK7Duc_w,
81,DZwXQUa5KGUcJ0y4TO1pFQ,
46,UwMQKAPIrhoLy3tWyessbg,
69,YyFfIFnTQaqexmvcS3kwLw,
36,r_sW3O5vjkURi3tNouczCw,
273,QRgXKrtKSypL6ga5UdO1cw,
8,p8-y_einqUcph3tXBAkGcg,
65,DPQZB7VkDzuabKxXh8Tw7w,
296,G_p40iMVUli0MFBUpRLd0w,
148,4GqCDXliCho7-gNzjYL4Jw,
19,VVLGIq6ksrgGSfi7VBTmpg,
75,yQTmBjFaNsJBDxu0wsL6lQ,
32,-HIwk8B2mWzGS84vuM8ybA,
62,qjv9T2e_8VjFaueiOpKnCw,
22,TJQ10Np6miUawp7a6vLMhw,
22,24nxRlLvMagVeyO24xKo2Q,
134,gvdeVKXqNG6DKjCKlp3tPg,
94,bJjBj7g-Im71HUsi5Yw5Vw,
94,A4H83lkm54zbV3Gc5fc11A,
12,6IFURyc3BzRbO0KX3xbMIQ,
105,gblFg_GOg8OTPEO2sbCHhg,
72,kvtDGqxRvaAbhwHf6cvOxA,
127,kF6HvWkfudAeE8KPvPX8dw,
38,3a9Hw1932ut0XMAZKC1e2A,
230,XY5r7aptxnh-Q-OdVNk1mw,
19,lJJA7beuHENNPh-97XdeKw,
19,xCYflxuwdwA0OxeKUhZmdw,
97,WWtUCY03C7Xpoj0z9wKMPA,
46,7QXbCdmyDFHFK_cbG4TPVQ,
21,KK7H1bVOMAJnDqMhBv2zpA,
8,5cAhaVuUvlgpDm8ABF8jog,
24,SU0vpWHjOdYfppjNUICc-w,
45,wTamw4FgQuJm4MdvPfOmvQ,
25,IKDzQtQ2X7pyCbNkjeNrUg,
124,8QgN6jTcwpaV8LY-Fzq8eQ,
23,Oru-7iYqwcG47f3EM-RduQ,
81,VCRBTZBzWib3ngEFoOZing,
8,w3Z4Hy42WfkvBUNN6pNoKw,
30,8JxhnIJyOOR4qpqhRr0eiw,
114,lo8WwqKogC-kz4toRvkdUQ,
105,OFSM1cTMfFobADhqq1WcEw,
52,RPBdjJEdtg1FN8c0TMOq4A,
7,uYJ9m7nwPfOYmIMI5dJDPg,
12,h4_9jr20r28cfR3qz0dS5A,
74,UnvFEX1m7TRYAXhr-YsP1A,
64,-Z_-e5aK6MdL7_CzM9bKPA,
127,6MokF7uhEV2HF4YLvCqXKQ,
15,6M_FXozmAjl20hwt4_SUAg,
6,aCA3j7cYs8JZFF0ExSfqEg,
63,EWpT_nrndQrjSpj6ayvokw,
22,ayOJSIl-P16HZAQBcQfUyQ,
106,ARV5siBwOGimYqK-5vGT4A,
83,lsxbnkAD5DZ4SuVPrFx39A,
12,NsJ3KKQi8qsEv_ggSi-JZw,
27,qCOEG92EgihkdRy9Gw5U5w,
82,CzTgd25BHYrB9XEdMiQb3g,
91,3I-D0RpnJfx9ghxvJQuaaA,
32,Q_xPVsqpocnpgohrzJ-ciQ,
159,Qh49Yeuj2wnFO85L_FuJ1Q,
22,No7l4LinY1tu-bCL97qi1A,
69,mkzD1g4O0y-yUeGzPx7fVg,
203,ctTiEiUTY_FvnZ0ovBeZWQ,
383,EW7-Z3wDycFBfJQ0q9_ZhA,
59,2NpoKiship3R6lqexwbFVw,
8,ryMOzHutHot4MKiUlH359Q,
62,Fd25lEnclIwyWlSRgkbRfg,
83,vlFzcXqS2E1J1Dg-n19j8w,
111,sbaUzHla2tzffcvizdAbmg,
96,87llFIHPxwvqmvOVLlMi6A,
22,-9jY8blpTgfqDIkVWlE0NA,
12,0fuGTfu7afB9dW5UmtFTMA,
12,XqDeiaPSG0-fBbOXDilZNQ,
8,6XZATxc2fcBoSjit1pVDwA,
12,2aPbaa0FFbN9AdPtxHqbVg,
15,AXXuwrcfi7Q7MXq5HLQ7JQ,
86,bWIzHG5acSU5kxA1_QWSPw,
26,gn9WtQW3n6_w1s7sFULQAQ,
194,TyAhuIg94hUZjDYob6qr4A,
143,1nEYOQZAbtGa42ZGZ5fnaQ,
131,WaRPKKd5AOYj87c4tCExYQ,
28,kxuAB4JaTJBw9aAZR3ziVQ,
46,1Tak6Q-IlkDrdmLwrEZeSg,
83,A-w4hdIYHJ7W6E8p7dxabA,
22,hZzwkAJG92KkszWO8PoOQA,
9,B7azHYrX__pNkVR_UEUBZw,
46,gZBlMvphq6ZZWhQz3Drafg,
138,01Ov9eDxKRY5k6ImMdiWLQ,
132,ibWJKyFwzm3K2UHSlc8EGA,
19,PsRvJffbQdaHhK9xHxB06A,
138,vZu12JAudoXBv3-i0JmSiQ,
231,_yvBkp5xvTGiIrclD7_NVQ,
51,gHXJhGKt9XXjEfYw5GS2YA,
250,ZwYhFeyU7H8196rPQYmLUg,
130,AlTpq2-q-YqTVO84UjYZ-g,
89,4N4OmvEJxYzLRmqW776u2A,
324,GeRCq7Y4SI54tDEjIaanPQ,
30,KfPojQc0rT8Ev5tHSUW-SA,
22,v_gCDktW0mMf7pf-jktKzw,
309,K_xtAppJIWWeO8pNzK22lA,
38,y14n-2Yh78TXFWOf2X-pmw,
9,Y1dCRLbtLCiKfC91fSKl9g,
9,9z3eb67r3ZWs4KOlSP9rSA,
95,8EFhcRpa9Qov7GI2J_ZM6Q,
8,HaPUQ_mela9h2DTruQba7A,
73,9ogQ8zjbiidGegQg6pe22w,
38,_-mGxo3NxooLN7DQWlvTYA,
191,pWOWUtLkKeQpScHnhWwfcw,
59,MGgIw9t85CC4NLWNE9pAlg,
227,Jwz8PVY1teREUDLfzKVAKw,
12,MUQS2XkrFl8QxCUHgSIzLA,
46,NfM1YE-FJCToO1LB36T6lQ,
69,6sP5Ic6hgW1Pu_TIzjQnVg,
22,tNP02RaH2XAMs91fj8d-og,
46,QC9bLPcNk6ymAOHf03pHhQ,
189,xk9Z9rNSWJhURfkwWKXFnw,
12,hPCheDmQDna-2iiJ4c553w,
70,Ffi5Z9hqhkSNgnzgYyY3wA,
59,rZuWfTU-3l0xSUJI5RUmKw,
19,6ANVuBMmpkXpFd5Hzkn4_Q,
45,XtuCUKXpktl20oTku54ZYQ,
42,NfUn4rdCLZDFJuznu1qe1Q,
148,X88hCO0sKC40M5mGqO0XdQ,
384,ehpewLjZ1VPc1by1EzXqfA,
74,6l1RF_6XKb7U46f2uQvFyA,
38,dZVMp70AuSa4dQPvx3J4ow,
22,GHS1rVjO-RMcRB6WJLpCDQ,
9,kRLdC0lXbWs3QoA3MGEw3g,
137,RrY6tlTYhrYacc0Uwd9dxA,
32,x2ICPrIKgRcLFMsxsZUVFQ,
72,sYVYFOfSbCbxput5sMMdzg,
61,rqtruxU_kvgCYNT5rgoB7Q,
97,d832x07AjzfqZj0Z7ZP9yg,
23,UX1pAKQtRHX5fejaWbIy6Q,
36,2tttleIzCZT0R46h9TZXwA,
63,s5sOebcKIq-1oC3gETTWxA,
8,EoFWFkd7OwTl5RnucrTIXQ,
12,boMUDFE-CAvHh-U73vwn2Q,
176,ABiwctEu-OZ8YsVc5lnLZQ,
46,ocGwuXW8gxDIRUNmbVw1Rg,
244,ropd7ne3h5yLU_5rfICN5w,
143,2xP6Ng5FVqIhnYgFtrQNYQ,
9,1aEx-I_JdWPl6ITQDQAJxQ,
32,MmNn_zBCsdKyOaX0Kvq7LA,
21,c1_adyjYG6JEa1PZAXMOBg,
38,FZQbSQPsCQMkHZvcZ7F-Og,
282,tBecXDdDmboDVwUu4kmOiA,
56,QYio9HySny2cMcIs8YjMCQ,
19,fk9-GzfKDCESiP9Zp8XfzA,
19,Cov29C_j3qpzjr3KIF9-1g,
306,6iGQtJx6tSkwjwlJLebOFA,
133,7fCK4G60IBr2JQGpnrR53Q,
172,uxRBduJIbkY5FFfJCVVdVQ,
34,KTqZNwlj53ykY4aM42f10g,
154,KyIsVdtBJBXJZC3FPIydCw,
84,emOK5Q4d_KZsA76tT9pOug,
49,Zx-rz7D4DOT8Kmx97LFAjw,
228,RMn2euwrbfu6fpomjf31qw,
196,wCvwfvtvrPPRssBqpgYlhg,
166,ck-5NFpK8CQsUMD4LHaf5w,
22,HZANmX2YVRnBfVV6SBu-Ug,
114,bdTP_HkHpsdttG8ORg6sjw,
15,EgWUJ6CSBN8laC58nmFTZA,
45,1kaKpJnILEoGXpal3AMQoA,
15,xCbvgRvCtU6cuvH5DbGq2w,
114,0YkNypUMDoIklcgoGYioMg,
15,kSWZrIFrwyj5wj52uQJwpA,
138,yo8yB3hdqvbvj8huzXpKWQ,
24,UuN7RJyaIHe2EF2k4YX4Fw,
87,9X40BcUeNQtjn_SLFN0__g,
167,WsG9ecWpbLQiIr9lo24V6A,
114,O66Zy8Y13VBm72ZDhS4fIg,
48,7elNDupelZ_xQ7lZPm4EFQ,
303,l5T-F5kvVEunt_FX-Fibjg,
148,8qHm-r7vnNqHbg8zQJZOuQ,
252,7jQxs8gGX7tJjYj8eoBkfA,
93,i_V36U612XnJ5SJAE1OPWw,
80,X2VcXuXVLnRB1YwETo1JrQ,
92,jqvVB8AezYhCuVinJf5fWA,
30,rm0haEzPjIf8E447aIua1A,
8,naTXjWzBdINebf6jfnwtwA,
269,o5n_EocuVmvk4i8l52nNsQ,
231,C_g3n0TGN9IVtwED4WiavA,
3,rgaaEnv3KHpBQENeXQm5KA,
8,jVJClv_tCCGNyMnRx50xeQ,
95,hjrXAN5Dlq49sfmz31nruA,
8,zWHcL5wQz5hU4Ee4fPN2YQ,
81,NUysdAcJLlTJOjW_1AETyw,
87,8eslZRzXkp6d2vl02ILDFw,
97,dmolFt7_-B_dItBgnGxjrg,
8,KfDsGz9WoEWFsaw_nnl8sg,
228,1nemObr1ky2kBdsIAXJ2Ng,
41,oVQDkX1uB-QX0ocUJk6weQ,
282,jjullAo_5_q3x3yagyLmMA,
22,Pjg0ML-Se8fnbWgHHodGYQ,
68,6M7yFM_C9pDovCDk51lO_w,
59,JIknc5LugXh5_4s_ZvND7g,
21,arP20rlnrGuX1Xker6xPzw,
55,wNhqJfD4nqVBCEsbct6I8Q,
3,fGbP45JCPckM0hA1O_l6Dw,
82,65GMvjjrsvyR9pxxAys7qg,
61,9DIbfGYvKnEetNA8ntZoLg,
233,W43_QQaCbHIZBMeUw_9yLA,
126,fjjDfZkChBWyCtbL7bvb2Q,
73,OX6oIIr4ELW8aRjbHjXYEg,
15,kuvGI3epMsuel9pbdT45Jg,
92,cUcqDiv08wMi6idBhexrMw,
6,yP71_LfUPnGIRqA2g09RoQ,
55,77k6QRc4yDhLBkbFW6fD0g,
8,9MMks9B1cMDtdrBHW08WPQ,
70,OActfpEHMEOCdGH5HN6MOw,
19,yFuNlOY1iBPClICFDYRYdQ,
110,-AD5PiuJHgdUcAK-Vxao2A,
120,Brqd8fYuXPQetrw-uAzFrA,
46,Md8XLs5FUhSnUodFEVqYWQ,
8,0ElUIheTgU5Q5aqVftIJZA,
42,9p-oDNOVSG38rRN-15MviQ,
21,Ul6RfH5ZNdvK0IYskjNk9g,
12,jUQHJWNe1pWUrnrxWAoc1A,
12,bNoN1x2gKZUEdnPxqDAU-g,
12,IaaO1MUvZKhmyQ6O_2J_og,
48,bpeJppRnqBN09knj9RPSXw,
62,9-eAUaJMBhsO2uRt5sgGdw,
199,drFUBGpMR73xQFaSRIxDMw,
62,QbLCALa347d6D09WJ37HXQ,
38,GXeit8tipzuGqMoYIvQgiA,
9,tBShkQoKDn6smlTFFPsXog,
137,fXBZsZYPFDDhYk5ySJJQFA,
51,2m85mzVS3PqQp4E7JwJTaQ,
38,wKu7InqQOwfIcJ24tCUIKg,
262,ErPg8hIYFzCXQZIeTljn_w,
12,PyKr1RX29U21B8NZqW88qw,
97,wffN4optBUAy4LVOOPZN7g,
95,Yj8yWZCVm--yILCOZWIVnA,
28,K_FjKc69zg6A8fZkaKS48Q,
23,f1iTkj320DVn4TyWcvsUjA,
8,eMw4gYlXOFCKESY5ARqYEw,
148,0yZkGtnjZYxdW39aaKKzQg,
100,37kk0IW6jL7ZlxZF6k2QBg,
24,M5XuaHFiqXfzr6vQYskozQ,
56,JkQSLe_rBftbTJdZuQFlSw,
110,_iqTOtLSEKgjgr_OtRjznQ,
105,Ri6zlYTZMb1DafzD4Hyg6A,
105,ZLNNXEZaCMhXuUovRTIGTw,
83,PhN5_GZxFQBicMp-OFvrBQ,
180,GVVWsSOxFyfNGT_hF1xqmw,
19,lO2fIIZj225NIk5t2k69NA,
19,nUpz0YiBsOK7ff9k3vUJ3A,
83,TgDzYe8wF_xo7v5ylLCw9w,
67,ujcbqs6jZfaESgSLvbjWuQ,
34,rVVEKv3F6ZzvA-FcorhzvQ,
8,N6ZA-OlmjBKOX77PSgenTg,
28,NXfUrWK-MjQJz-k1o4CH2A,
114,atNuup_649IY1B1L1vTkow,
38,c2P81mCqtlUDv1z6sQ3tTQ,
230,uC0fG6YpeRBLQ-buFcUSRA,
100,TeUlBlNYodKBtcL-zc-4pA,
12,mUk-0jToBuzk4KaDXp-uew,
21,k1Nm4agS92jbY8ZKlG1UYQ,
82,ExHyR988YOSQiyqxvtIb1Q,
22,FV6xh3cDXj6fVXi9vdfNIA,
104,3n685UjMonF4fjBcILXkJg,
59,e2jGy1NTv4mOms4wquE_lg,
87,er56AAp9r8mEJBAhaG02Xg,
69,_R27K8ZinbTCKOfiwDLzIg,
323,-YSCL35R3g6qqvHordSxVw,
121,TaEASKZil0TT7CAzyqFUgw,
42,10Jk5ilimXrfAq8JJ1gISg,
28,R_wOzSC7CWl38RLtbf-rQQ,
24,pHsoinSUwG09PgGdgn33og,
22,zrQ1zKWC-W2PCvwjBururQ,
22,sMzNLdhJZGzYirIWt-fMAg,
97,Ue2BCaKfXUWPdZ-VysN1tQ,
19,KXITXbKuE60WSUDs7NZVLQ,
19,-jEyZSptICvvaNhuur9rUg,
97,6qkNhpgMYE6y3eHurFq6yw,
95,Rzs_9BahUgS-AcEwrI46cA,
203,se2NsMOS612L79BPtbUdUQ,
68,8x9GAR5_GFlWR6Hywr0g4g,
133,3CSypkv-tJsf-CzXc3qoXQ,
296,EtMhIXoueB3TRxvUnz3xPA,
70,ms3GkOSpgmnappA12BwQbQ,
26,itvxOTZO8L5DFgMoLDum1w,
21,gPQOUyooQ3O9H8OmnxVNnA,
22,BxMlfmiXFyJVgw7xg5lQdA,
15,xaL0FWyQZZmN64g_cdrOyQ,
19,Gt2MGF2gsJEmElepkl1_Sw,
19,XnJeadLrlj9AZB8qSdIR2Q,
85,UR87X_0nwrR-nOtR4GvEow,
2,eLzcyCNfU5NVKXT0omi8cQ,
39,YwW5YS5foxNAaFrExvsFnQ,
21,ybbcg01-j7tKJ_oLEY1uPQ,
217,1E1BN1eJQX7j6EdepVxoMQ,
165,t3LuYQKYr4AzkzuhTXdW_w,
74,by7BOr074_BKz7hkRIi9WQ,
46,ak-f8IV0ZdDeI4oYnjA1Pw,
46,i53HvxUdQEMllZ1XmpjjyA,
24,HSHxa6Wwl_aIqap5LhXLsQ,
205,LlRX-efC5GYnFJxKupd3aw,
28,sWWMidrpQmXOhCTrs6xAZg,
8,JRKVlsYbM56K2mY5Yb24gw,
144,geVM8YqBzb_8kXR2Z0YsCA,
80,FamLURgBX-ICQBC3VzrFBg,
191,ATbnabmZappvijrKdnuFvA,
135,XfgHILSTiFuoK69Z4KOcJg,
173,b959iSBSYuuhtiEmv6VIQA,
32,ZlyixR4EcWOISJLFQMsecQ,
269,EcYkrdLg1CXr6j9arkjzAg,
12,dWhLfiAzUqD45NM1A01WHA,
114,UeyTFWMLCopiZQ9ZIfmXfA,
65,XZLGxt2OJgxxW_FsjBIkKg,
177,y45TuijLmwpUECu2-cMXbA,
252,NHQROI7oHuGRfI1OrintKQ,
7,272a60ze8sADYRR6GyJ3GA,
81,w9zzMF3Z68omqkDbgsURoQ,
81,MTpPAQrgrWtZLLoa-VLc-w,
21,PzMTgyUl5-5KwMDM0N7fFA,
45,Op-mVHHB4mbkY14JmYwQUg,
35,XB80MaGvconWYmsy_vVTew,
59,q57kz1k9S4IyyaQL476UZA,
82,-SGZcGqnsp_uRIjKP2RGZg,
46,pRlO48w4GkWEPEYIH2tHsw,
16,LxTu9KAl5W-zC-MhCA3lqg,
124,Bo-Qdu0Ygr_qn1tkG8Qa-A,
224,0objh8Me1sUzTr-g1ZaO-A,
15,PQvEop6D3UbO72xMQDfN6w,
22,9GeoxCJepxwQQZeSZmekzA,
37,pv__91LMXAbNX50NgeO55g,
111,kOH7_hNinrKx0v5Qc6Fp4A,
33,zDPeOQN6I08GK2NJMDI24w,
24,yNbOjlbHffWf9qEinvGI_A,
56,OQR6ORSaKpjSbxcJJjwlbg,
32,a5rwcv6cEBmOcZfdrr-DJw,
7,GkT0eshEfSGTRvW8rM1-Pw,
33,Dky1IfPo4BE0_n9MA92Baw,
24,Ia50IHdhmEXq1NABfJ5lkg,
10,SoOT1ujHPnD9as-1nktN0Q,
85,sb6Pa8mzGvOYMMVnkNJMNg,
46,2ud0HfV_-CgilOPfkwijsg,
79,H9OjeHsGra2utILaHwJfGw,
28,v2_UFsv64ABcaLmf0PQYkw,
39,VjQO_Q_iAQ7Y4eXgySDbmw,
48,iDrlmWvum4yrNhanInOyOQ,
51,uIPCRKIuq4aSVmsWgAa6tA,
81,-BFKA4HVeRoR1uObH0JpJw,
22,M-qtsg3fVoG6sWBrDz4-6w,
67,2Y3aq6MW6xlrcCa2CAE_Zg,
19,zItqjJKi_Oa1-E9k3mnCRA,
97,hWrr711CC8UpHvQPKyluqQ,
232,yatT2q_zmb4-yvzr9Bx5lA,
40,qLNHyLeYRra47zzFA1LBUw,
95,fgGSSnk9f1Z9f8mN9Z3yRw,
22,jYQhAv5UjMvqFiYIpaFyvA,
95,XN4w9uBjN2jNvhxwywJrbQ,
15,2H-o9jNW-9xEz9F69WLNuA,
15,h3tdnZxw_mIW08knMUIY3w,
22,Vyadl8RsxaFaAFjm98lNTQ,
124,vMyeUHW3QxbXD4_KxmwduA,
124,pNqw0RHJBmifWWsg5gRqFA,
19,GZONBn0K1yp2aaD-l8debQ,
19,sE5VWCcRZ_jzbmOdXEIj8w,
21,A5VKj3IaxdCDR9tXczbpYw,
27,pAbbovbMbrhU1I7m8cl8Xg,
8,SLjx8N6Q11laIdnyg8MFyg,
208,FhwytOHcfsnYM4p1rInjZQ,
97,zkk1ieQQnWtu9TLJukXC0g,
191,VqLUcQxQnd-Evix1IchyDQ,
70,ngy9Rq8D2_4IyQXSS7Nw4g,
95,KNblEE1UFsWozUp6mKkXxg,
97,cjgMpPvY2dgJ3vAq556SiA,
72,24YiWP5NBDMQuEFFRkpnQw,
72,aoVSkcCsScirojnEkZn0OQ,
269,jgbFMJ6Pb7RAoK2rUnA1Ng,
73,y-98vDrcc8du8hy6Pg9Epg,
138,dVhGY-mNwTWQzK01Zxuclw,
176,k3WyM7vM-4nKxJQaFBdwJA,
8,mA5nh8CZWdECUr1LEIZQWA,
92,rmASvV7pnjBuSMmLPtp6SA,
83,7BsdthkYwRmJpUX7huwhHA,
108,rECtpzeqtOdR5gIWiXoGfQ,
8,fOckBkNBxNkpLyOwTyx0bA,
28,zjkZ0apVnRKpF_vSyGNkQA,
69,JA7FS49muHzgEYesMlGEcw,
38,7Xku8fGF5pj2yaFRAxWdmg,
94,56I5SEOCqOuY-Qc0XBnvjQ,
15,q9-wYYSd0iO2FNSx11Ig0Q,
353,szLhetgv5gJWET9_wLm9SQ,
139,1ThbwFVBL9YA2oOM11iO7g,
150,bqNV9FU60H9BVPJ4kWptOA,
264,Ch4ATSkdBMjyv16PQHpHeg,
87,iPclQVh_3oxjTVn-B7ytVA,
19,xTDlB42PZn-yzaodsuCbcQ,
19,JZV6TOZzC2_ScXj6T-arzg,
19,EDZhc-ZwGyHVU5N2Xq7JAA,
228,lK_iVjCur58if_XcbENGqg,
35,M3VcPBiMvhsEJSGUHvXu2w,
82,gLwCxZW5KHUSzEDuGP8mDw,
245,QDwCkB580kFwmd8Sx44Kcw,
45,3DqEhD5gp6VZ3Ez-mTyBZA,
199,MUf-xrAxrliNQ4IvOeQ9oQ,
293,i4hc4C9uYCfeZIQJ8Ha6ag,
41,gbDZhohLAOL1ufdVWHMTxQ,
59,6qMUBsaIwQ9Awfq1gZEk9g,
80,zN03eQ1ru3JhVFC-aVYxkA,
138,a7H-1fjKlDBJ8kTVYGINQQ,
10,SEoKZba5UrYgpmxKzejoPQ,
105,FSB3Jb4t11KkMyEi_7-s6Q,
8,g6HypaA3VgykxAMwH28E1w,
38,pMAZ2aDXn3DaTHWrVo3CSA,
136,guFIqSvxlwQnFfe301wg3A,
22,oLqZKBlRVF2N24vDuEY5zA,
38,qc764RiIDhpPB_fHROMjZw,
68,X6jBh5Zhm1Jp8SXDWIjnig,
97,U-_yRdZqs5W2HNrzD_xvkQ,
114,tN-UYJf-mAbwGQMdFbbjiw,
3,-hMWUtmXOGtrrWUCBDSO4A,
72,zcQyizOur3XGJndvQ-TzRg,
31,Gl6xFX8vM5dqknF9azPCMQ,
80,ap5VGUkChf8BFAqtBYAPEw,
51,V6n3QqAPLEmUinOeSmSdRg,
24,SZaL8OqqiQVaSeaqFnc5Cw,
191,V459sWYN02lwHgLnkNGRzg,
75,GKU0X0gp-ijxaUdCPkyW-A,
26,nb2QQA7NAYpnPAzHs8bf1g,
120,3BU9qNFzlWlLweWJFYG0FQ,
8,7s3xmQN9H9N404tQVXwoJQ,
131,NqFZbuw5D-pj7FySj9lwXw,
12,64_SPBoj9gYMa9w8r_G7EQ,
153,PJ64Zdo0h2mQMmX7cpNJBA,
32,1-6EbebALTKmdv7v4iXdXA,
12,hs6HP8Tj3Ezw3uuQ5i7HDA,
95,EwhNJSGvwQLyvoA4n7sD3A,
8,ii9kqE9s4456Jn9asz-BPQ,
115,CAQ55UaTBvXMl1yEUJXr9Q,
101,5fquJHY2hMX9tPRD5s0t5g,
81,wCtU6XrWlz_BVPESKvIekQ,
172,Z_DEV0jlPyRFPeSwGJlwYg,
21,YISw5PbRXitMdYA797uQag,
106,0jMWCioUATOJgMpsPTyC7g,
194,tQboCjxOpUFBgpCSqUnFig,
97,HhchLUHUUiM89blmyIyRZw,
31,mH_T6JbQkGdWcL0htKvNxA,
165,TvsEk9g5_RAsfVv3GV_SjQ,
237,FMO1l1bfy7Ac1vQJnpx9Qg,
127,xzz25ajnYUUlMxZN4DhJow,
37,SYRHkzfM3E2Pa9fq3T0WTQ,
323,XNgqj_19XvpiO-Pc1rzW2g,
68,6Ljr0VgQpJOWJG6dlph9Fw,
33,1iCimz3qpwmJAiHpDM50Lg,
75,d_-HET5M6QLDg0XAWtkKww,
176,DTTOMeTryTbegANpF4JPsA,
91,iYqdskuBP-CVnj6Mh4Mkzg,
38,Q6tqrFKl9lnbhdo95ogSeg,
105,t86BtX-naB-OWXoKLCwPHw,
189,WV1YVoB9bxN_uw6hnScPGw,
131,Fgje0saJKZkCByBMj4SlhA,
237,K1nBA8UblVNUYHmhDh6hQA,
15,67G6xvyXJQUtjnaKirQANw,
15,YJKAxLDhDA90qJYZRFVX7g,
10,Pp93J9-VPxgEyMBB-NhUog,
143,QUR9EpgJELLag-7rlFZi_A,
45,40GUDQAuwdhbVpFHvWZrsA,
12,F-KODn514Vqnxr1pkKjN7g,
12,k25EFzUUx0Gq9MF7O0dZkw,
15,lw_lGtavIEffvdNFmj5NfQ,
5,xOUd1W3MmyHXnbr3DxDwqg,
45,jA8CF886CUkL8bV1CtyAEg,
39,d84_mtSFHt8xgYTly2T-9A,
39,qowcmuuUqTPHJdVi-axGPA,
242,XffAKWjVf7yEPx00TA7XVg,
24,VfBiEmJN6HwiKgY3EyNpeA,
21,ivWqUfAW6tTJxfH4WO5wgQ,
22,bpHeCdmCRFAUZqXT2TMdig,
24,qtOr_IACwutkv0JwRhogYw,
385,dMLGSQlmo6MhLD18grRENA,
120,tg2RojY_ADGI04IJcJbtaw,
68,5sApu7YkeNogb_jJyksV3g,
289,YVXBkyUtvXgrjTTz4IVxwg,
217,I_3P0ns6_3najPBxn629nw,
87,-u0dtJz6sBkhgLhAIBY_1A,
36,1-N2vQmfBklcYEN7uRRGGg,
27,ugFB2CZGNEUCsWSho8zs9w,
83,80E_I7jlOOfQp5JuFs-yBw,
24,0sIppXHcTTOze6cH5e1ihw,
21,bW_PZvHEl7-j5Dj-xIo74g,
8,wV-dhJCj7dmRhGWAQnxgsg,
15,BBbYxS_CC0R8xyGi63_OiA,
22,JdTZDcIujtOJBs7BJHhACw,
92,_JO4bxQ9hRX-42XFMlpyKA,
8,eAN0LUIIHdpBwZqvPauSzA,
84,SU3GvpWHKoqjz9VBuokN3Q,
87,SXQEYB5qR_y8LNQUsGKHhA,
48,JBt7b3Z9of23xuz3_uIq3Q,
97,thwKFPFRbL5pNBTI9mOBmg,
27,4eqFDI-dHxuhNcURvR9spg,
131,wS2nBT4BUX-6Y3FHYDonFQ,
91,JPgBO-7imIPdc2XBkvynpQ,
38,kJ56g0_EOnLNKlCy6zd62Q,
134,u8UTK9Re6R4sNV3og-qN2g,
19,7zec5DCEukcx8GRFn9LbLQ,
256,-hnHJQWo2ijb77Yqm6EnOA,
110,3W5VLa5iGkKyvtWehdkIMg,
134,fU5O2ypTU6CXki5QOpq67A,
95,X-y0GpQrau5M6fgvm_zSag,
21,4rHPhYrSQuF7WfwCsot0LQ,
59,jkw1d7e-teMJH6cmpdtR1A,
8,OmFXBWLv1DoFelP2-RLqFA,
133,M8S7poDhCIzqQx1--GB-ww,
138,oZQhQRDCvhMaOmGcl3FPjg,
24,6dTeV4PP06XjMRWKi1qeqg,
69,1CpAS-5vjfSIPQkZMGX9vg,
15,CsaWZcnZpAqM97EwhIR8BA,
8,R4xJiZIgjQ8kb6mMRMJJjg,
99,FfJD4vO-iYUL2Kr0WWzNYg,
24,CrkO1a7Mp5Vd9uitXI0sXQ,
134,d3vN5zc7rCSdan4xbfOEkA,
21,XWbDRJX9xqBtwPeTiPIeCA,
8,jRznAPwinURtssCvB8E-qA,
24,g6nPaGNPytH6HKewfYwxdA,
24,lITQqtvHYjUggT86b-pKgA,
245,op16uohWrbnHGbzxnKyEWA,
52,F8pxFcbt-uXwfliz3JLAeg,
165,SrWQxg2-eJsH5weJSWRzoA,
21,HxLaiPWJ0YTeqhQerHfcTw,
106,2YcK8gUaY2VAvHUGE3NakQ,
8,sMAgnsqi-eY9LlywVC85Hg,
146,0mLWjenlRTq-WEpgOj6woA,
59,JqLuzXZCfpc0XMCTHdAghA,
56,aokk14Sxvpn9D3I9goUvTg,
185,lzL_dnYq3kK9GFaVGPV10w,
2,NMO1hExBvamoZ9RKEVNcYg,
45,_QcP3WohJjr2k-q1A0xaJA,
82,7njZaRjDXi8anBaGlGQu4g,
21,wZHcxfjWW0bPViAh3L3f9g,
8,V9iKk-9xyynxeoxS8gKF8Q,
28,xBm40tTwoKYP8OBP4ruPDw,
15,8Y1_w_bnUHoYbRoKqIs_7A,
15,WLDXz75vEfMpQ2wVD0_SXw,
293,5Rau1XtDY3X9Fk6V6lBKAw,
112,KNVMahZH_7xDDjZz-K6lwg,
80,-fznkdpqpDmNTSHnn1yUfg,
8,cu719tT_t3NWJ6p05sQBDg,
97,IKhwrMO42BecLZU4Pdwulw,
31,y8rIT1NQIaHTlYpvx3d-yA,
35,hpqC9SExjPv8wkveH0lTRQ,
5,yNVkEi7Ks5_E-mIqJbYS3w,
62,gVr5mL60az3_rxjJwRDN9w,
45,aNNa9drz6GSbIfUfW6tjeA,
245,UW9TxzfXLbWJNoxEKEoR9A,
54,wPCrLXptccNJZf7o-qY22A,
32,AFCR8dsLHXBxbAg_rXXpgw,
9,em6AI54-nD0veFsTbLssQQ,
97,ngUPSlk_T8KUl5XJvA9yhg,
19,-G9DFmuokdYk_H35ezRkAw,
